Title,LiveUrl,Total modules,Visitors,Page Views,LPCompletedRate,LPStarted,LPComplete,Trophies,Shared Trophies,Avg Minutes per Visitor,Bookmard Users,Duration(min),LearningPathUid,Roles,Products,Levels,MSAuthor,GitHubAuthor
Learn the business value of Microsoft Azure,https://docs.microsoft.com/en-us/learn/paths/learn-business-value-of-azure/,7,6893,54657,14.86%,1467,218,228,1727,15.274759417766816,4290,274,learn-wwl.learn-business-value-of-azure-v1-1,business-user,azure,beginner,rknapp,wwlpublish
"AZ-400: Manage infrastructure as code using Azure, DSC, and third-party tools",https://docs.microsoft.com/en-us/learn/paths/az-400-manage-infrastructure-as-code-using-azure/,8,3014,30668,14.83%,1099,163,189,1727,23.689648307896483,50,167,learn.wwl.az-400-manage-infrastructure-as-code-using-azure,administrator;developer;devops-engineer;security-engineer;security-operations-analyst;service-adoption-specialist;solution-architect;technology-manager,azure;azure-artifacts;azure-boards;azure-cloud-services;azure-devops;azure-pipelines;azure-repos;azure-test-plans;github,advanced,lumac,wwlpublish
Work with data in a Power Apps canvas app,https://docs.microsoft.com/en-us/learn/paths/work-with-data-in-a-canvas-app/,3,4945,23059,14.83%,917,136,134,1727,12.87345129760701,2582,168,learn-bizapps.work-with-data-in-a-canvas-app,business-user;functional-consultant;maker,power-platform;power-apps,intermediate,kschimke,KevSch
Implement Mobile Device Management in Microsoft 365,https://docs.microsoft.com/en-us/learn/paths/implement-mobile-device-management-microsoft-365/,4,701,6087,14.81%,351,52,58,1727,23.62524964336662,260,126,learn.wwl.implement-mobile-device-management-microsoft-365,administrator;security-engineer;solution-architect;technology-manager,azure-active-directory;m365;office-365,intermediate,tfrink,wwlpublish
Azure Fundamentals part 2: Describe core Azure services (AZ-900),https://docs.microsoft.com/en-us/learn/paths/az-900-describe-core-azure-services/,4,123677,1776875,14.80%,96839,14336,16135,1727,46.13510542245796,50085,160,learn.az-900-describe-core-azure-services,administrator;solution-architect;developer;student,azure;azure-app-service;azure-blob-storage;azure-container-instances;azure-container-registry;azure-cosmos-db;azure-databricks;azure-data-lake;azure-expressroute;azure-files;azure-hdinsight;azure-kubernetes-service;azure-sql-database;azure-storage;azure-storage-accounts;azure-synapse-analytics;azure-virtual-machines;azure-virtual-network;azure-vpn-gateway,beginner,robbarefoot,Randall-Knapp
Prepare for device management in Microsoft 365,https://docs.microsoft.com/en-us/learn/paths/prepare-for-device-management-microsoft-365/,5,662,5279,14.79%,338,50,59,1727,23.069008056394765,340,142,learn.wwl.prepare-for-device-management-microsoft-365,administrator;security-engineer;solution-architect;technology-manager,azure-active-directory;m365;office-365,intermediate,tfrink,wwlpublish
AZ-500 part2: Implement platform protection,https://docs.microsoft.com/en-us/learn/paths/implement-platform-protection/,4,4313,84171,14.78%,3619,535,722,1727,51.826601746657396,885,362,learn.wwl.implement-platform-protection,administrator;security-engineer,azure;azure-active-directory;azure-firewall,intermediate,serlingdavis,wwlpublish
Sell items and services in Microsoft Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/paths/sell-items-services-dynamics-365-business-central/,5,1135,12334,14.75%,495,73,75,1727,32.587591776798824,777,312,learn-dynamics.sell-items-services-dynamics-365-business-central,functional-consultant;business-user,dynamics-365;dynamics-business-central,intermediate,kschimke,KevSch
Prepare to complete the Project Specialist Technical Achievement,https://docs.microsoft.com/en-us/learn/paths/project-specialist-technical-achievement/,7,104853,571647,14.69%,1198,176,193,1727,15.054978716234475,4139,347,learn.wwl.project-specialist-technical-achievement,business-user,m365;power-apps;power-automate;power-platform,beginner,ceperezb,wwlpublish
Accelerate cloud adoption with the Microsoft Cloud Adoption Framework for Azure,https://docs.microsoft.com/en-us/learn/paths/cloud-adoption-framework/,8,3006,41104,14.65%,2137,313,356,1727,27.2077289864715,652,582,learn.accelerate-cloud-adoption,administrator;developer;solution-architect;auditor;business-analyst;business-owner;data-engineer;database-administrator;developer;devops-engineer;functional-consultant;privacy-manager;risk-practitioner;security-engineer;solution-architect;student;technology-manager,azure,beginner,bblanch,BrianBlanchard
Cloud storage,https://docs.microsoft.com/en-us/learn/paths/cmu-cloud-computing-cloud-storage/,3,825,5471,14.53%,351,51,52,1727,14.293454545454546,1390,312,learn.cmu-cloud-computing.cloud-storage,developer;student,azure,beginner;intermediate,chnoring,softchris
SC-400: Implement Data Loss Prevention,https://docs.microsoft.com/en-us/learn/paths/implement-data-loss-prevention/,3,1559,14847,14.48%,863,125,132,1727,27.964400256574727,723,118,learn.wwl.implement-data-loss-prevention,auditor;ip-admin;risk-practitioner,m365;m365-information-protection,intermediate,bneeb,wwlpublish
AZ-400: Implement a secure continuous deployment using Azure Pipelines,https://docs.microsoft.com/en-us/learn/paths/az-400-implement-secure-continuous-deployment/,8,1606,23938,14.46%,1411,204,235,1727,30.80450394354504,162,135,learn.wwl.az-400-implement-secure-continuous-deployment,administrator;developer;devops-engineer;security-engineer;security-operations-analyst;service-adoption-specialist;solution-architect;technology-manager,azure;azure-artifacts;azure-boards;azure-cloud-services;azure-devops;azure-pipelines;azure-repos;azure-test-plans;github,advanced,lumac,wwlpublish
Receive and put-away items in Microsoft Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/paths/receive-put-away-items-whse/,3,164,1414,14.46%,83,12,13,1727,14.307215447154471,90,101,learn-dynamics.receive-put-away-items-whse,functional-consultant;business-user,dynamics-365;dynamics-business-central,intermediate,kschimke,KevSch
Provision IoT devices at scale by using the Device Provisioning Service,https://docs.microsoft.com/en-us/learn/paths/provision-iot-devices-scale-use-device/,5,556,7524,14.45%,422,61,74,1727,43.57482014388489,33,248,learn.wwl.provision-iot-devices-at-scale-by-using-device,developer,azure;azure-iot-dps;azure-iot-hub;azure-iot-sdk;azure-portal,intermediate,cahowd,wwlpublish
Secure your cloud applications in Azure,https://docs.microsoft.com/en-us/learn/paths/secure-your-cloud-apps/,5,7942,70322,14.38%,1753,252,267,1727,19.508230504490893,10462,268,learn.security.secure-your-cloud-apps,solution-architect;developer;security-engineer,azure;azure-policy;azure-key-vault;azure-active-directory;azure-api-management,beginner;intermediate;advanced,adsteven,adrianstevens
Microsoft Dynamics 365 Fundamentals (CRM): Explore Dynamics 365 Sales,https://docs.microsoft.com/en-us/learn/paths/explore-microsoft-dynamics-365-sales/,4,9372,109476,14.37%,3542,509,549,1727,32.53430786740646,1699,191,learn.wwl.explore-microsoft-dynamics-365-sales,business-analyst;business-owner;functional-consultant;student,dynamics-365;dynamics-sales,beginner,ceabrams,wwlpublish
Plan and implement an high availability and disaster recovery environment,https://docs.microsoft.com/en-us/learn/paths/plan-implement-high-availability-disaster-recovery-environment/,3,1182,9835,14.30%,811,116,125,1727,28.0646644106035,1188,153,learn.wwl.plan-implement-ha-dr-environment,data-analyst;data-engineer;database-administrator,azure;azure-sql-database;sql-server,intermediate,kadelane,wwlpublish
"Manage chat, teams, channels, and apps in Microsoft Teams",https://docs.microsoft.com/en-us/learn/paths/manage-chat-teams-channels-apps-microsoft-teams/,3,1546,14833,14.24%,1278,182,199,1727,27.722951703320398,850,153,learn.wwl.manage-chat-teams-channels-apps-microsoft-teams,administrator,m365;office-teams,intermediate,jennyche,wwlpublish
Implement a secure environment for a database service,https://docs.microsoft.com/en-us/learn/paths/implement-secure-environment-database-service/,3,1457,13560,14.23%,991,141,159,1727,32.258716540837334,1654,150,learn.wwl.implement-secure-environment-database-service,data-analyst;data-engineer;database-administrator,azure;azure-sql-database;sql-server,intermediate,kadelane,wwlpublish
Use journals in Microsoft Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/paths/use-journals-dynamics-365-business-central/,3,1212,8386,14.21%,598,85,94,1727,18.319210671067108,774,132,learn-dynamics.use-journals-dynamics-365-business-central,functional-consultant;business-user,dynamics-365;dynamics-business-central,intermediate,kschimke,KevSch
Accessibility fundamentals,https://docs.microsoft.com/en-us/learn/paths/accessibility-fundamentals/,4,9278,87775,14.18%,7652,1085,1161,1727,11.890822375511965,5518,145,learn.accessibility-fundamentals,administrator;student,m365,beginner,erzelman,erzelman
Implement certifications in academic programs,https://docs.microsoft.com/en-us/learn/paths/academic-program-certifications/,4,764,5512,14.17%,621,88,98,1727,4.994175392670157,180,81,learn.academic-program-certifications,student;developer;higher-ed-educator;school-leader,azure,beginner,leestott,leestott
Microsoft Azure AI Fundamentals: Explore visual tools for machine learning,https://docs.microsoft.com/en-us/learn/paths/create-no-code-predictive-models-azure-machine-learning/,4,17462,264521,14.17%,13390,1897,2145,1727,34.5076881227809,11705,209,learn.wwl.create-no-code-predictive-models-with-azure-machine-learning,ai-engineer;data-scientist,azure;azure-machine-learning,beginner,gmalc,wwlpublish
"Configure and manage sales, and customers in Dynamics 365 Supply Chain Management",https://docs.microsoft.com/en-us/learn/paths/configure-manage-sales-customers-dyn365-supply-chain-mgmt/,3,1466,11144,14.16%,445,63,49,1727,35.042678490222826,576,558,learn-dynamics.configure-manage-sales-customers-dyn365-supply-chain-mgmt,functional-consultant;business-user,dynamics-365;dynamics-scm;dynamics-finance-operations,intermediate,cstorega,cstorega
Pick and ship items in Microsoft Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/paths/pick-ship-items-business-central/,3,124,954,14.12%,85,12,13,1727,16.190188172043012,94,85,learn-dynamics.pick-ship-items-business-central,functional-consultant;business-user,dynamics-365;dynamics-business-central,intermediate,kschimke,KevSch
AZ-400: Develop a security and compliance plan,https://docs.microsoft.com/en-us/learn/paths/az-400-develop-security-compliance-plan/,11,48171,612770,14.10%,525,74,63,1727,38.20429580729761,2751,428,learn.az-400-develop-security-compliance-plan,devops-engineer;administrator;developer;solution-architect;security-engineer,azure;azure-active-directory;azure-key-vault;azure-api-management;azure-monitor,beginner,chcomley,chcomley
Implement data governance in Microsoft 365 intelligence,https://docs.microsoft.com/en-us/learn/paths/implement-data-governance-microsoft-365-intelligence/,7,410,4300,14.08%,284,40,45,1727,24.12747967479675,175,203,learn.wwl.implement-data-governance-microsoft-365-intelligence,administrator;security-engineer;solution-architect;technology-manager,azure-active-directory;m365;office-365,intermediate,tfrink,wwlpublish
Manage compliance in Microsoft 365,https://docs.microsoft.com/en-us/learn/paths/manage-compliance-microsoft-365/,4,127,766,14.04%,57,8,9,1727,11.547769028871391,46,144,learn.wwl.manage-compliance-microsoft-365,administrator,azure-active-directory;m365,intermediate,tfrink,wwlpublish
AZ-104: Implement and manage storage in Azure,https://docs.microsoft.com/en-us/learn/paths/az-104-manage-storage/,8,25057,418269,14.03%,11376,1596,1706,1727,39.24772186082399,8893,233,learn.az-104-manage-storage,administrator,azure;azure-storage;azure-storage-accounts;azure-storage-explorer;azure-blob-storage;azure-files;azure-virtual-machines,beginner,tamram,tamram
Explore the foundations of IaaS for SAP on Azure,https://docs.microsoft.com/en-us/learn/paths/explore-foundations-of-iaas/,4,361,7317,14.01%,307,43,45,1727,60.24792243767313,43,294,learn.wwl.explore-foundations-of-iaas,administrator;solution-architect,azure,advanced,eric,wwlpublish
Distributed programming on the cloud,https://docs.microsoft.com/en-us/learn/paths/cmu-cloud-computing-distributed-programming/,5,1262,6676,14.00%,300,42,42,1727,16.12867142102483,996,414,learn.cmu-cloud-computing.distributed-programming,developer;student,azure,beginner;intermediate,chnoring,softchris
Azure for Researchers part 1: Introduction to Cloud Computing,https://docs.microsoft.com/en-us/learn/paths/researcher-introduction-to-cloud-computing/,9,235751,3362039,13.98%,8569,1198,1281,1727,45.200108306362786,1538,343,learn.researcher-introduction-to-cloud-computing,student;school-leader;higher-ed-educator;data-scientist,azure;azure-storage;azure-virtual-machines,beginner,marouill,MaximRouiller
Create a canvas app in Power Apps,https://docs.microsoft.com/en-us/learn/paths/create-powerapps/,3,61814,379168,13.96%,14795,2066,1897,1727,17.565268655428653,12953,134,learn-bizapps.create-powerapps,business-user;functional-consultant;maker,power-platform;power-apps,beginner,kschimke,KevSch
Manage and engage with volunteers in Microsoft Cloud for Nonprofit,https://docs.microsoft.com/en-us/learn/paths/volunteer-management-nonprofit/,7,98,1060,13.89%,72,10,12,1727,13.789795918367346,28,130,learn-bizapps.volunteer-management-nonprofit,business-user;functional-consultant,industry-solutions;mscloud-nonprofit,intermediate,dbeasley,DaveBeasley
AZ-400: Implement CI with Azure Pipelines and GitHub Actions,https://docs.microsoft.com/en-us/learn/paths/az-400-implement-ci-azure-pipelines-github-actions/,8,2707,49091,13.87%,2228,309,356,1727,39.19836842753355,205,151,learn.wwl.az-400-implement-ci-azure-pipelines-github-actions,administrator;developer;devops-engineer;security-engineer;security-operations-analyst;service-adoption-specialist;solution-architect;technology-manager,azure;azure-artifacts;azure-boards;azure-cloud-services;azure-devops;azure-pipelines;azure-repos;azure-test-plans;github,advanced,lumac,wwlpublish
Work with Customer Service Insights,https://docs.microsoft.com/en-us/learn/paths/work-customer-service-insights/,2,401,2371,13.87%,274,38,42,1727,17.573898586866168,208,126,learn-dynamics.work-customer-service-insights,functional-consultant;business-user,dynamics-365;dynamics-customer-service,intermediate,kschimke,KevSch
Master advanced formula techniques and custom updates,https://docs.microsoft.com/en-us/learn/paths/understand-advanced-topics/,6,2372,29284,13.87%,1565,217,209,1727,38.507342608206855,2800,264,learn-bizapps.understand-advanced-topics,functional-consultant;maker,power-platform;power-apps;common-data-service;vs-code,advanced,dbeasley,DaveBeasley
