Title,LiveUrl,Total modules,Visitors,Page Views,LPCompletedRate,LPStarted,LPComplete,Trophies,Shared Trophies,Avg Minutes per Visitor,Bookmard Users,Duration(min),LearningPathUid,Roles,Products,Levels,MSAuthor,GitHubAuthor
Safeguard multi-cloud apps and resources with cloud security solutions from Microsoft,https://docs.microsoft.com/en-us/learn/paths/m365-cloud-security/,2,886,5868,28.89%,90,26,27,1719,14.941516177577126,503,141,learn-m365.m365-cloud-security,administrator,m365,intermediate,beccarobins,IanKensey
"View, troubleshoot, and improve app performance for Power Apps canvas apps",https://docs.microsoft.com/en-us/learn/paths/improve-app-performance/,4,570,4518,28.85%,156,45,52,1719,23.425584795321637,10,154,learn-bizapps.improve-app-performance,maker,power-apps;power-platform;common-data-service;azure-application-insights,intermediate,jadaphillips,jadaphillips
Bring AI to your business with AI Builder,https://docs.microsoft.com/en-us/learn/paths/bring-ai/,2,3338,18048,28.62%,1443,413,442,1719,10.297823047733173,2272,47,learn-bizapps.bring-ai,maker;business-user,ai-builder,beginner,robde,heyrob
Demonstrate fundamental knowledge of Microsoft 365 security and compliance capabilities,https://docs.microsoft.com/en-us/learn/paths/m365-security-compliance-capabilities/,8,28100,375747,28.62%,5731,1640,1550,1719,29.437074139976275,6206,197,learn.wwl.m365-security-compliance-capabilities,business-owner;business-user,m365,beginner,ceperezb,wwlpublish
Implement threat intelligence in Microsoft 365,https://docs.microsoft.com/en-us/learn/paths/implement-microsoft-365-threat-intelligence/,4,1144,11138,28.53%,319,91,112,1719,26.737893356643358,219,148,learn.wwl.implement-microsoft-365-threat-intelligence,administrator;security-engineer;solution-architect;technology-manager,azure-active-directory;m365;office-365,intermediate,tfrink,wwlpublish
Manage message hygiene in Microsoft 365,https://docs.microsoft.com/en-us/learn/paths/manage-message-hygiene-microsoft-365/,3,77,708,27.50%,40,11,11,1719,7.634415584415584,17,134,learn.wwl.manage-message-hygiene-microsoft-365,administrator,azure-active-directory;m365,intermediate,tfrink,wwlpublish
"Enforce security, privacy, and compliance in Microsoft Teams",https://docs.microsoft.com/en-us/learn/paths/m365-teams-security/,8,757,8978,27.43%,339,93,92,1719,13.207419638925584,908,177,learn-m365.teams-security,administrator,office-teams,intermediate,teleary,lizap
Implement Windows Server IaaS VM Security,https://docs.microsoft.com/en-us/learn/paths/implement-windows-server-iaas-virtual-machine-security/,6,949,8272,27.27%,187,51,53,1719,16.321268001404988,355,263,learn.wwl.implement-windows-server-iaas-vm-security,administrator;solution-architect;technology-manager,azure;azure-cloud-shell;azure-monitor;azure-portal;azure-virtual-machines,intermediate,tonyj,wwlpublish
SC-200: Connect logs to Microsoft Sentinel,https://docs.microsoft.com/en-us/learn/paths/sc-200-connect-logs-to-azure-sentinel/,7,1068,17881,26.90%,751,202,227,1719,23.487999375780273,656,164,learn.wwl.sc-200-connect-logs-to-azure-sentinel,security-operations-analyst,azure;azure-log-analytics;azure-sentinel,intermediate,bneeb,wwlpublish
Introduce DevOps Dojo: Create efficiencies that support your business,https://docs.microsoft.com/en-us/learn/paths/devops-dojo-white-belt-foundation/,6,2533,30232,26.87%,1094,294,307,1719,31.902691143571523,5288,120,learn.wwl.devops-dojo-white-belt-foundation,administrator;business-analyst;business-owner;business-user;developer;devops-engineer;functional-consultant;maker;security-engineer;solution-architect;technology-manager,azure,beginner,sallybre,wwlpublish
Perform data engineering with Azure Synapse Apache Spark Pools,https://docs.microsoft.com/en-us/learn/paths/perform-data-engineering-with-azure-synapse-apache-spark-pools/,5,2935,47994,26.24%,1730,454,490,1719,32.28657013060761,1045,143,learn.wwl.perform-data-engineering-with-azure-synapse-apache-spark-pools,data-engineer,azure-synapse-analytics,intermediate,chtestao,wwlpublish
Get started with Dynamics 365 Customer Service scheduling,https://docs.microsoft.com/en-us/learn/paths/get-started-customer-scheduling/,2,120,753,26.15%,65,17,18,1719,19.40361111111111,5,101,learn-dynamics.get-started-customer-scheduling,functional-consultant;business-user,dynamics-365;dynamics-customer-service,intermediate,kschimke,KevSch
Implement Windows Server high availability,https://docs.microsoft.com/en-us/learn/paths/implement-windows-server-high-availability/,5,1117,8541,26.02%,196,51,57,1719,15.78769024171889,21,256,learn.wwl.implement-windows-server-high-availability,administrator;solution-architect;technology-manager,windows-server,intermediate,tonyj,wwlpublish
Monitor and back up resources for Azure administrators,https://docs.microsoft.com/en-us/learn/paths/azure-administrator-monitor-backup-resources/,9,9726,133568,25.95%,262,68,80,1719,36.11565563095483,636,435,learn.azure-admin-monitor-backup-resources,administrator,azure;azure-virtual-machines;azure-monitor;azure-application-insights;azure-backup;azure-site-recovery,beginner,cwatson,cwatson-cat
Manage cloud resources,https://docs.microsoft.com/en-us/learn/paths/cmu-manage-cloud-resources/,3,764,4693,25.95%,158,41,45,1719,17.75010907504363,1529,151,learn.cmu-cloud-admin.cmu-manage-cloud-resources,administrator;student,azure,beginner,chnoring,softchris
Microsoft Dynamics 365 Fundamentals (CRM): Explore Dynamics 365 Field Service,https://docs.microsoft.com/en-us/learn/paths/learn-fundamentals-microsoft-dynamics-365-field-service/,6,6334,84345,25.81%,1298,335,354,1719,35.91783496474056,724,234,learn.wwl.learn-fundamentals-microsoft-dynamics-365-field-service,business-owner;business-user;functional-consultant;student,dynamics-365;dynamics-field-service,beginner,ceabrams,wwlpublish
Protect enterprise information with Microsoft 365,https://docs.microsoft.com/en-us/learn/paths/m365-information-protection/,5,1086,7138,25.47%,267,68,77,1719,10.740745856353591,4170,60,learn-m365.m365-information-protection,administrator;auditor,m365;office-365;m365-information-protection;m365-security-center,intermediate,beccarobins,puffinanda
Manage your Microsoft 365 messaging environment,https://docs.microsoft.com/en-us/learn/paths/manage-your-microsoft-365-messaging-environment/,5,122,1234,25.45%,55,14,15,1719,14.063934426229508,23,159,learn.wwl.manage-your-microsoft-365-messaging-environment,administrator,azure-active-directory;m365,intermediate,tfrink,wwlpublish
Implement disaster recovery in Windows Server on-premises and hybrid environments,https://docs.microsoft.com/en-us/learn/paths/implement-disaster-recovery-windows-server-premises/,5,3271,36424,25.43%,173,44,48,1719,31.25799449709569,31,238,learn.wwl.implement-disaster-recovery-windows-server-premises,administrator;solution-architect;technology-manager,azure;azure-backup;azure-site-recovery;windows-server,intermediate,tonyj,wwlpublish
Prepare for AI engineering,https://docs.microsoft.com/en-us/learn/paths/prepare-for-ai-engineering/,1,3887,32155,25.30%,3545,897,1016,1719,18.419513763828146,632,31,learn.wwl.prepare-for-ai-engineering,ai-engineer;developer,azure,intermediate,gmalc,wwlpublish
Connect to Azure Cosmos DB SQL API with the SDK,https://docs.microsoft.com/en-us/learn/paths/connect-to-azure-cosmos-db-sql-api-sdk/,2,218,2258,25.14%,179,45,53,1719,24.556727828746176,8,89,learn.wwl.connect-to-azure-cosmos-db-sql-api-sdk,developer,azure-cosmos-db,intermediate,calopez,wwlpublish
Manage content search and investigations in Microsoft 365,https://docs.microsoft.com/en-us/learn/paths/manage-content-search-investigations-microsoft-365/,3,529,4519,25.00%,180,45,47,1719,18.032010081915566,157,112,learn.wwl.manage-content-search-investigations-microsoft-365,administrator;security-engineer;solution-architect;technology-manager,azure-active-directory;m365;office-365,intermediate,tfrink,wwlpublish
AZ-204: Implement infrastructure as a service solutions,https://docs.microsoft.com/en-us/learn/paths/az-204-implement-iaas-solutions/,4,3391,50864,24.89%,2680,667,762,1719,34.31135849798486,251,121,learn.wwl.az-204-implement-iaas-solutions,developer,azure;azure-container-instances;azure-container-registry;azure-resource-manager;azure-virtual-machines,intermediate,jeffko,wwlpublish
Cloud administration basics,https://docs.microsoft.com/en-us/learn/paths/cmu-admin/,7,1916,14721,24.69%,162,40,42,1719,23.273277661795408,243,397,learn.cmu-cloud-admin.cloud-admin,administrator;student,azure,beginner,chnoring,softchris
Automate your workflow with GitHub Actions,https://docs.microsoft.com/en-us/learn/paths/automate-workflow-github-actions/,6,7774,52916,24.69%,1523,376,398,1719,13.323349198181974,2435,313,learn.automate-workflow-github-actions,devops-engineer;administrator;developer;solution-architect,github;azure,beginner;intermediate,thpetche,tpetchel
Plan an Azure Virtual Desktop implementation,https://docs.microsoft.com/en-us/learn/paths/plan-azure-virtual-desktop-implementation/,3,212,2297,24.68%,77,19,21,1719,24.11941823899371,8,176,learn.wwl.plan-azure-virtual-desktop-implementation,administrator;solution-architect,azure;azure-virtual-desktop,intermediate,bradj,wwlpublish
Azure Fundamentals part 3: Describe core solutions and management tools on Azure (AZ-900),https://docs.microsoft.com/en-us/learn/paths/az-900-describe-core-solutions-management-tools-azure/,6,61213,1350933,24.62%,52378,12893,13941,1719,44.77087900718257,37007,140,learn.az-900-describe-core-solutions-management-tools-azure,administrator;developer;business-owner;student;technology-manager,azure;azure-cognitive-services;azure-machine-learning;azure-bot-service;azure-devops;azure-advisor;azure-monitor;azure-service-health;azure-portal;azure-clis;azure-resource-manager;azure-functions;azure-logic-apps;azure;azure-iot-hub;azure-iot-central,beginner,rknapp,Randall-Knapp
Execute queries in Azure Cosmos DB SQL API,https://docs.microsoft.com/en-us/learn/paths/execute-queries-azure-cosmos-db-sql-api/,2,242,2106,24.57%,175,43,49,1719,14.85392561983471,22,110,learn.wwl.execute-queries-azure-cosmos-db-sql-api,developer,azure-cosmos-db,intermediate,calopez,wwlpublish
Microsoft 365 Fundamentals: Demonstrate knowledge of Microsoft 365 business management capabilities,https://docs.microsoft.com/en-us/learn/paths/m365-business-management-solutions/,5,20141,236331,24.51%,5994,1469,1607,1719,24.94214289260712,6337,135,learn.wwl.m365-business-management-solutions,business-owner;business-user,m365;office-365,beginner,dahans,wwlpublish
Reclassify fixed assets in Microsoft Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/paths/reclassify-fixed-assets/,2,89,425,24.49%,49,12,12,1719,7.079588014981273,128,57,learn-dynamics.reclassify-fixed-assets,functional-consultant;business-user,dynamics-365;dynamics-business-central,intermediate,kschimke,KevSch
Deploy and manage compute resources for Azure administrators,https://docs.microsoft.com/en-us/learn/paths/azure-administrator-manage-compute-resources/,14,38078,339876,24.29%,490,119,83,1719,19.462565873557786,1302,681,learn.azure-admin-manage-compute-resources,administrator,azure;azure-virtual-machines;azure-clis;azure-resource-manager;azure-vm-scalesets;azure-container-instances;azure-container-registry;azure-kubernetes-service,beginner,cwatson,cwatson-cat
Return items in Microsoft Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/paths/return-items-dynamics-365-business-central/,3,455,4385,24.27%,309,75,80,1719,16.67135531135531,596,85,learn-dynamics.return-items-dynamics-365-business-central,functional-consultant;business-user,dynamics-365;dynamics-business-central,intermediate,kschimke,KevSch
Microsoft Dynamics 365 Fundamentals (CRM): Explore Dynamics 365 Project Operations,https://docs.microsoft.com/en-us/learn/paths/learn-fundamentals-microsoft-dynamics-365-project-operations-crm/,5,6535,83210,24.17%,1452,351,367,1719,34.38814333078297,1011,185,learn.wwl.learn-fundamentals-microsoft-dynamics-365-project-operations-crm,business-owner;business-user;functional-consultant;student,dynamics-365;dynamics-project-operations,beginner,ceabrams,wwlpublish
Microsoft Dynamics 365 Fundamentals (ERP): Explore Dynamics 365 Human Resources,https://docs.microsoft.com/en-us/learn/paths/learn-fundamentals-microsoft-dynamics-365-human-resources/,3,2874,32023,24.16%,745,180,191,1719,40.460751565762,405,105,learn.wwl.learn-fundamentals-microsoft-dynamics-365-human-resources,business-owner;business-user;functional-consultant;student,dynamics-365;dynamics-human-resources,beginner,ceabrams,wwlpublish
Secure your cloud data in Azure,https://docs.microsoft.com/en-us/learn/paths/secure-your-cloud-data/,7,41848,410512,24.03%,2663,640,662,1719,26.7668793411075,10093,287,learn.secure-your-cloud-data,developer;administrator,azure;azure-key-vault;azure-storage;azure-cosmos-db;azure-synapse-analytics;azure-sql-database,beginner;intermediate,adsteven,adrianstevens
"Create relationships, business rules, calculations, and rollups in Microsoft Dataverse",https://docs.microsoft.com/en-us/learn/paths/create-relationships-common-data-service/,3,1698,14528,24.01%,983,236,249,1719,20.186395759717314,1696,141,learn-dynamics.create-relationships-business-rules-calculations-and-rollups-in-common-data-service,functional-consultant,dynamics-365;power-platform;common-data-service;power-apps,intermediate,kschimke,KevSch
Create conversational AI solutions,https://docs.microsoft.com/en-us/learn/paths/create-conversational-ai-solutions/,2,2074,17971,23.87%,1575,376,400,1719,21.43404050144648,738,124,learn.wwl.create-conversational-ai-solutions,ai-engineer;developer,azure;azure-bot-service;azure-cognitive-services;azure-language-understanding;azure-sdks,intermediate,gerryo,wwlpublish
AZ-305: Design business continuity solutions,https://docs.microsoft.com/en-us/learn/paths/design-business-continuity-solutions/,2,2171,19270,23.80%,1811,431,496,1719,29.085252571779517,174,57,learn.wwl.design-business-continuity-solutions,solution-architect,azure,advanced,cynthist,wwlpublish
Connect your services together,https://docs.microsoft.com/en-us/learn/paths/connect-your-services-together/,5,6476,90276,23.64%,3367,796,819,1719,38.775339715874,7126,240,learn.connect-your-services-together,developer,azure;azure-service-bus;azure-event-grid;azure-event-hubs;azure-storage,beginner;intermediate,adsteven,adrianstevens
